pathway_id,pathway_name,database,population,contrast,nes,enrichment_score,pvalue,padj,set_size,leading_edge_size,core_enrichment,direction,is_pooled_alias
RFXAP,RFXAP,TF_Targets,CD8,SF_vs_PB_CD8,2.36809012,0.86994777,2.22764638e-8,1.3209943e-5,16,12,HLA-DQA2/HLA-DQB2/HLA-DMA/HLA-DRA/HLA-DMB/CIITA/HLA-DRB5/HLA-DRB1/HLA-DQA1/HLA-DPA1/HLA-DQB1/HLA-DPB1,up,FALSE
HIF1A,HIF1A,TF_Targets,CD8,SF_vs_PB_CD8,1.86408816,0.407618769,5.81627329e-8,1.38421472e-5,288,86,CAPG/S100A11/VIM/CDKN1A/TXN/EIF4EBP1/CD44/LGALS1/LGALS3/SDC4/RGCC/CTSD/ANG/CCL5/TCIRG1/PKM/SOCS1/HSPA1A/RAC1/JUN/CCL4/NAMPT/LDHA/ENO2/FN1/BNIP3L/PGK1/SLC2A1/BHLHE40/ALOX5AP/GAPDH/IL10/GSN/ENO1/TIMP2/MCL1/GK/FSCN1/PGAM1/FASN/SLC29A1/PPARA/XPC/S100A4/CASP3/CCL2/ZNF267/AKT1/C12orf5/NCOR2/KDM2B/ADM2/PFKFB3/MAPK1/PFKL/SPP1/AURKA/ARNT/SP1/BID/SLC8A1/CD151/NEDD8/PPARG/GPR35/MIF/PAK1/NDRG1/DDIT4/MLH1/ANKRD37/EEF1A2/TNF/PFKFB4/EPAS1/VMP1/VLDLR/NTRK2/FOXP3/ATP13A2/BSG/KDM5B/TFRC/SERPINE1/FOXM1/BIRC3,up,FALSE
RFXANK,RFXANK,TF_Targets,CD8,SF_vs_PB_CD8,2.34396964,0.834710179,7.00277261e-8,1.38421472e-5,18,12,HLA-DQA2/HLA-DQB2/HLA-DMA/HLA-DRA/HLA-DMB/CIITA/HLA-DRB5/HLA-DRB1/HLA-DQA1/HLA-DPA1/HLA-DQB1/HLA-DPB1,up,FALSE
STAT1,STAT1,TF_Targets,CD8,SF_vs_PB_CD8,1.82647087,0.409028836,8.03368714e-7,1.09570286e-4,230,78,VIM/CDKN1A/MX1/S100A10/CTSB/CSF1/LGALS3/MVP/ISG15/CLU/LAP3/IFI6/CCL5/IFI35/IRF7/CCL3/FASLG/CIITA/SOCS1/OAS1/EIF2AK2/RHOA/JUN/CD86/FAS/UPP1/IFIT1/IL10/PLSCR1/CTSL/VANGL1/TRIM25/MCL1/PML/SBNO2/MAPKAPK2/FSCN1/POU3F1/TP73/FGL2/PPARA/ISG20/CASP3/ITGB1/CCL2/HMGB1/AKT1/MSR1/DCLRE1C/IFI30/IFIT3/MAPK1/XAF1/C1QB/TAP1/ZNF79/IRF9/HTRA1/TNFSF10/KLF4/PPARG/FBXO5/TNF/IL21/IFI27/ACSL1/FOXP3/LY96/MED16/CREM/IFNG/ABL1/ETV7/HLA-A/PIK3CB/IL2RA/FCGR1A/BCL6,up,FALSE
SP3,SP3,TF_Targets,CD8,SF_vs_PB_CD8,1.79746659,0.39902495,9.23864128e-7,1.09570286e-4,249,100,TYMP/APOBEC3G/CD74/VIM/CDKN1A/CD44/ITGA2/PLA2G16/LMNA/CTSB/CSF1/ATP1B1/PDGFA/NOTCH1/CD97/CDKN2A/ANG/PKM/FKBP1A/ITGA3/PDLIM7/FASLG/OAS1/LDLR/EIF2AK2/F2R/FAS/PTTG1/SLC2A1/IL10/CTSL/TSPO/TIMP2/MCL1/KRAS/BMPR2/ATP2A3/SGK1/FGL2/ATP2A2/FASN/CCL2/RRAS/TGFBI/PRKACA/CDKN2B/BAK1/NSMF/MAPK1/ITGAD/TCN2/SP1/UCP3/ATF3/PCYT1A/ITGAX/FKBP1B/KNTC1/ABCC1/B3GNT9/TNF/CFLAR/EPAS1/FOXP3/BSG/DNASE2/FMR1/TFRC/IFNG/EMC7/CADM1/CENPW/PAPSS1/BRCA1/ODC1/LTC4S/EXO1/VEGFA/HHEX/GIPR/TNFRSF4/CENPH/PLAU/PPP2R4/SRC/LCAT/NQO2/CDC25C/CSNK2A2/SPI1/UBC/PTGS1/ITGAV/SMARCC1/PVRL2/DMD/PPP2R1B/ACLY/ADCY4/SQSTM1,up,FALSE
ATF3,ATF3,TF_Targets,CD8,SF_vs_PB_CD8,2.08153442,0.552471566,1.59508467e-6,1.57647534e-4,70,36,CDKN1A/CSF1/CD82/CCL5/CCL3/HLA-DRB1/LDLR/EIF2AK2/JUN/CCL4/FN1/IL10/AK4/GSN/DHDDS/KRAS/PCK2/CCL2/GADD45G/PRKACA/EGR1/MAPK1/ATF3/ABCC1/TNF/EPAS1/SERPINE1/IFNG/CLIP1/CCNA2/VEGFA/CAV1/TREM1/ITGA7/EBP/FTH1,up,FALSE
IRF1,IRF1,TF_Targets,CD8,SF_vs_PB_CD8,1.95878784,0.476570132,3.45882855e-6,2.9301219e-4,120,48,CD74/CDKN1A/PLA2G16/LGALS3/RSAD2/CCR5/CCL5/IFI35/FASLG/CIITA/SOCS1/OPTN/EIF2AK2/JUN/CCL4/CDK1/UPP1/IL10/CEACAM1/TP73/CCL2/AKT1/OGN/CDK2/IFIT3/POLR2K/XAF1/TAP1/CASP7/TNFSF10/SP1/TAPBP/HLA-G/TRIM21/DOT1L/TNF/CD80/VCAM1/FOXP3/KAT2B/CASP9/BIRC3/IFNG/HLA-A/IL2RA/SLC26A6/BBC3/ODC1,up,FALSE
E2F4,E2F4,TF_Targets,CD8,SF_vs_PB_CD8,1.84898728,0.43300793,4.82120561e-6,3.32429788e-4,159,82,CDKN1A/SMC4/NDC80/CDCA4/JUN/SKA2/CDK1/BARD1/WEE1/MCL1/CDKN2C/PRC1/ADARB1/TP73/XPC/CKS2/PGRMC1/HMGB1/WDR76/NUSAP1/MTHFD1/CDK2/C16orf80/RBL1/SLC25A14/UBE2C/HIST1H2AM/SP1/RECQL/PPARG/SMC2/SUZ12/FBXO5/E2F2/PCNA/MLH1/RPA3/CHEK1/MAD2L1/NAP1L4/EPAS1/GAS2L1/MCM3/NFE2L1/FOXM1/P4HA2/ASF1B/NEK2/BUB3/RAD51/PLK4/FEN1/TTK/BRCA1/GMNN/KLHL21/CCNA2/EXOSC9/YBX3/MYBL2/E2F1/MCM5/POLE2/MCM7/SLC35F6/CDC25C/NASP/TYMS/CENPO/HIST1H4I/MKI67/LTBP4/AURKB/ZNF350/FANCD2/RFC3/DDX11/POLD1/SLC2A13/INSIG1/PRR11/PARK7,up,FALSE
RFX5,RFX5,TF_Targets,CD8,SF_vs_PB_CD8,2.20951034,0.741488001,5.04530875e-6,3.32429788e-4,23,12,HLA-DQA2/HLA-DQB2/HLA-DMA/HLA-DRA/HLA-DMB/CIITA/HLA-DRB5/HLA-DRB1/HLA-DQA1/HLA-DPA1/HLA-DQB1/HLA-DPB1,up,FALSE
NFKB1,NFKB1,TF_Targets,CD8,SF_vs_PB_CD8,1.69879844,0.373041022,5.78067901e-6,3.42794265e-4,277,80,CD74/VIM/CDKN1A/CD58/BCL3/CD2/CTSB/CSF1/LGALS1/PDGFA/S100A6/SDC4/TNIP3/CCR5/NOD2/CRMP1/CCL5/TCIRG1/IRF7/CCL3/CD99/FASLG/TRAF1/HSPA1A/OPTN/CCL4/NAMPT/CD86/TANK/FAS/FN1/UPP1/ALOX5AP/IL10/BRCA2/CEACAM1/MCL1/TNFRSF18/PPARA/ISG20/NFKBID/CASP3/CCL2/GADD45G/AKT1/NCOR2/EBI3/TNFSF4/CTCF/EGR1/CSF2/ADORA2A/TAP1/GCA/GSK3A/TNFSF10/SP1/ATF3/ITGAX/BCL2L11/MIF/OLR1/PGLYRP2/EP300/TAPBP/TRIM21/IL1RN/TNFRSF9/TNF/CFLAR/NCOR1/IL21/CD80/VCAM1/FOXP3/TRAF2/CASP9/SERPINE1/BIRC3/IFNG,up,FALSE
